"id","partName","partDescription","partCode","partMake","partModel","partLastPrice","partAccount","partChargeDepartment","partNotes","partBarcode","partInventoryCode","partCategory_id"
"671","کشوی پروانه کمدی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"672","کف خواب کنار نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"673","کف خواب وسط نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"674","کلاه حصیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"675","کلاهک بخاری نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"676","کلاهک شیر مخلوط ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"677","کلاهک فیوز ۲۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"678","کلاهک فیوز ۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"679","کلاهک فیوز ۶۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"680","نیوپایپ اکلکتور ۲ * ۳۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"681","نیوپایپ اکلکتور ۵ / ۲ * ۳۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"682","کلمپ مسی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"683","کلید اتوماتیک ۱۶۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"684","کلید تک پل - توکار برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"685","کلید توکار دو پل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"686","کلید فیوز حفاظ جان تک فاز ۲۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"687","کلید فیوز حفاظ جان سه فاز ۶۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"688","کلید قفل تابلو برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"689","کلید کاردی تک فاز ۳۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"690","کلید کاردی تک فاز ۶۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"691","کلید کاردی سه فاز ۶۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"692","کلید کلنگی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"693","کلید کولر - توکار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"694","کلید کولر - روکار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"695","کلید گردان ۱۲۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"696","کلید گردان ۱۲۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697","کلید گردان ۱۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"698","کلید گردان ۲۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699","کلید گردان ۲۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"700","کلید گردان ۶۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"701","کلید گردان ۷۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"702","کلید یک پل بارانی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"703","کلید یک طرفه رایسون ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"704","کمربند نمره ۱۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"705","کمربند نمره ۱۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"706","کمربند نمره ۴ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"707","کمربند نمره ۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"708","کمربند نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"709","کمربند نمره ۷ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"710","کمربند نمره ۸ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"711","کنتاکتور ۱۰۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"712","کنتاکتور ۴۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"713","کنتاکتور ۸۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"714","کنترل بار دیجیتالی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"715","کنترل سطح مایعات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"716","کنترل فاز بار دیجیتالی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"717","کنترل فن کوئل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"718","کندانسور یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"719","کور کن ظرفشویی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"720","گریس ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"721","گلند ۲۹ فلکسی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"722","گوشی علم مخلوط فنری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"723","گیج فشار ۲۵۰-۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"724","گیج فشار ۴- . ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"725","گیج فشار ۴۰۰-۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"726","گیج فشار روغنی ۱۰-۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"727","لاستیک توالت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"728","لامپ ۱۰۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"729","لامپ ۱۵۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"730","لامپ چراغ سیگنال/TELEMECANIQUE/وات3","TELEMECANIQUE","SL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"731","لامپ حبابی ۳۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"732","لامپ حبابی ۵۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"733","لامپ خیاری ۱۵۰ وات آفتابی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"734","لامپ رشته ای ۲۵ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"735","لامپ رشته ای ۶۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"736","لامپ شمعی کم مصرف ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"737","لامپ گازی ۱۲۵ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"738","لامپ گازی ۱۶۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"739","لامپ گازی ۳۵۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"740","لرزه گیر ۲ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"741","لرزه گیر ۵ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"742","لرزه گیر ۶ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"743","لولا تابلو برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"744","لولا درب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"745","لولای یخچال ویترینی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"746",". لوله آلومینیوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"747","لوله بخاری نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"748","لوله برق نمره ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"749","لوله خرطومی نسوز نمره ۱۱ برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"750","لوله فلاش تانک نمره ۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"751","الوله مسی متری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"752","لوله مهتابی ۲۰ وات آفتابی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"753","( لوله مهتابی ۲۰ وات مهتابی ( سفید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"754","لوله مهتابی ۴۰ وات آفتابی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"755","لوله مهتابی کم مصرف ۱۲ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"756","لوله مهتابی کم مصرف ۱۴ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"757","لوله مهتابی کم مصرف ۱۸ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"758","لوله مهتابی کم مصرف ۲۱ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"759","لوله مهتابی کم مصرف ۲۴ وات سفید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"760","لوله مویی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"761","لوله مویی ۱/۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"762","لوله مویی ۱/۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"763","لوله مویی ۱/۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"764","لوله مویی ۳/۴ یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"765","لوله نمره ۱۰ پلی اتیلن فشارقوی جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"766","لوله نمره ۱۰ پلی اتیلن معمولی جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"767","لوله نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"768","لوله نمره ۱۰ گازی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"769","لوله نمره ۱۰ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"770","لوله نمره ۱۲ پلی اتیلن فشار قوی جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"771","لوله نمره ۱۲ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"772","لوله نمره ۱۵ پلی اتیلن فشار قوی جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"773","لوله نمره ۱۵ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"774","لوله نمره ۱۵ گازی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"775","لوله نمره ۱۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"776","لوله نمره ۲ گازی نوار شده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"777","لوله نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"778","لوله نمره ۲۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"779","لوله نمره ۲۰ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"780","لوله نمره ۳ گازی نوار شده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"781","لوله نمره ۴ گازی نوار شده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"782","لوله نمره ۵ گازی نوار شده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"783","لوله نمره ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"784","لوله نمره ۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"785","لوله نمره ۶ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"786","لوله نمره ۷ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"787","YAY لوله نمره ۸ پلی اتیلن معمولی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"788","مادگی ۵ شاخ برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"789","مادگی صنعتی برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"790","ماسوره شیر رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"791","مانومتر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"792","مایع پروتکتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"793","متر ۳ متری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"794","محافظ نوسان برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"795","مخزن ۱۳۰۰۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"796","مشعل بزرگ - تعمیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"797","مشعل کوچک - تعمیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"798","مغزی ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"799","مغزی تبدیل ۳/۴ - ۱ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"800","مغزی شیر ۲ * ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"801","مغزی لنگی شیر مخلوط توكاسه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"802","مغزی نمره ۱۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"803","مغزی نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"804","مغزی نمره ۲ * ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"805","مغزی نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"806","مغزی نمره ۵ / ۲ * ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"807","مغزی نمره ۳ رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"808","مغزی نمره ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"809","مغزی نمره ۴ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"810","مغزی نمره ۶ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"811","مفصل برق نمره ۱۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"812","مفصل برق نمره ۱۸۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"813","مفصل برق نمره ۲۴۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"814","مفصل برق نمره ۳۰۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"815","مفصل برق نمره ۳۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"816","مفصل برق نمره ۹۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"817","مقره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"818","مقره بشقابی برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"819","منبع آبسردکن بزرگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"820","منبع آبسردکن کوچک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"821","مهره برنجی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"822","مهره برنجی شیر اهرمی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"823","مهره درپوش نمره ۴ رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"824","مهره شیر رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"825","مهره قفسه ای ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"826","مهره ماسوره پرسی نمره ۱ * ۲۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"827","مهره نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"828","مهره نمره ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"829","مهره نمره ۱۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"830","مهره نمره ۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"831","مهره نمره ۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"832","مهره نمره ۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"833","مهره نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"834","مهره و ماسوره رادیاتور نمره ۳ - کامل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"835","مهره و ماسوره ورود و خروجی رادیاتور نمره ۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"836","مهره و ماسوره ورود و خروجی رادیاتور نمره ۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"837","موتور کولر - تعمیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"838","موتور یخچال فنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"839","میخ کیلویی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"840","میکرو سوئیچ رگلاژی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"841","میله ارت آکان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"842","نخ نسوز ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"843","نری نمره ۲ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"844","نری نمره ۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"845","نری نمره ۶ پلی اتیلی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"846","نری نمره ۸ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"847","نعلی شیر اهرمی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"848","نگهدارنده مهتابی کم مصرف ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"849","نوار پرایمر مشکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"850","نوار تفلون ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"851","نوار دور درب یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"852","نیپل نمره ۲/۵ گالوانیزه ۶۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"853","هواکش پلاستیکی ۱۰ * ۱۰ گرد ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"854","هواکش پلاستیکی ۱۵ * ۱۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"855","هواکش پلاستیکی ۳۰ * ۳۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"856","هیتر گازی فنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"857","( هیدرانت نمره ۶ ( ۲ اینچ","231","321",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"858","واسطه ۱۰ سانت سینی کابل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"859","واسطه ۱۵ سانت سینی کابل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"860","واسطه ۲۰ سانت سینی کابل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861","واسطه برنجی علم شیر اهرمی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862","واشر بالاتنه شیر ۲/۵ شیلنگی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"863","واشر پلاستیکی شیروانی کوچک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864","واشر پلاستیکی نمره ۱۲۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"865","واشر پلاستیکی نمره ۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"866","واشر پلی اتیلن نمره ۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867","واشر پلی اتیلن نمره ۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868","واشر پلی اتیلن نمره ۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"869","واشر پلی اتیلن نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"870","واشر پیچ شیروانی کوچک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"871","واشر تخت نمره ۱۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"872","واشر تخت نمره ۱۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"873","واشر تخت نمره ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"874","واشر تخت نمره ۱۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"875","واشر حباب پارکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"876","واشر شیر مخلوط ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"877","واشر فنری نمره ۱۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"878","AYA واشر فنری نمره ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"879","واشر فنری نمره ۱۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"880","واشر فنری نمره ۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"881","واشر کاغذی نمره ۱۰۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"882","واشر کاغذی نمره ۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"883","واشر مغزی شیر مخلوط ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"884","واشر نمره ۴ رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"885","ولت متر دیجیتال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"886","یاتاقان ۱۳۰۰۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"887","یاتاقان ۴۵۰۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"888","۲۰۶ p یاتاقان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"889","۲۰۷ p ياتاقان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"890","۲۰۸ p یاتاقان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"891","یو سیمی یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"892","کشش تسمه اتوماتیک SA۶۸ یونیت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"896","کلیداصلی","سلکتوری 1-0","1",NULL,"اشنایدر","2000",NULL,"برق",NULL,"125",NULL,NULL
"897","کنتاکتورکمکی","کنتاکتورکمکی 1","37","hyundai","ls37","0",NULL,NULL,NULL,NULL,NULL,NULL
"902","پمپ","پمپ","1","PUMPIRAN","سانتریفیوژ 250-100","0",NULL,NULL,NULL,NULL,NULL,NULL
"903","پمپ","پمپ","1","PUMPIRAN","سانتریفیوژ 400-100","0",NULL,NULL,NULL,NULL,NULL,NULL
"904","پمپ","پمپ","1","PUMPIRAN","سانتریفیوژ 160-32","0",NULL,NULL,NULL,NULL,NULL,NULL
"905","پمپ","پمپ","1","PUMPIRAN","EN 40-125","0",NULL,NULL,NULL,NULL,NULL,NULL
"906","الکتروموتور","الکتروموتور","2","VEM","KMR 132S4A","0",NULL,NULL,NULL,NULL,NULL,NULL
"907","الکتروموتور","الکتروموتور","2","ELPROMZ ENERGO","MOM180M-4","0",NULL,NULL,NULL,NULL,NULL,NULL
"908","الکتروموتور","الکتروموتور","2","MOTOGEN","180L4B","0",NULL,NULL,NULL,NULL,NULL,NULL
"909","الکتروموتور","الکتروموتور","2","LION MOTOR","Y180L-4","0",NULL,NULL,NULL,NULL,NULL,NULL
"910","الکتروموتور","الکتروموتور","2","GANZ","VZ180L4","0",NULL,NULL,NULL,NULL,NULL,NULL
