"id","partName","partDescription","partCode","partMake","partModel","partLastPrice","partAccount","partChargeDepartment","partNotes","partBarcode","partInventoryCode","partCategory_id"
"224","کولر b۷۳ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"225","کولر h۷۴ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"226","کولر b۷۵ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"227","کولر b۷۷ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"228","کولر b۷۸ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"229","b۹۲ تسمه نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"230","تفنگ انبار فنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"231","تقسیم روکار ۲۰ * ۱۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"232","ته فیوز فشنگی ۱۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"233","ته فیوز فشنگی ۲۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"234","ته فیوز فشنگی ۶۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"235","ته فیوز فشنگی ۱۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"236","توالت فرنگی",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"237","توپی قفل درب آهنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"238","توپی مسی شناور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"239","تو پیچ و روپیچ نمره ۲ برنجی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"240","تو پیچ و روپیچ نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"241","تو پیچ و روپیچ نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"242","تو پیچ و روپیچ نمره ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"243","تو پیچ و روپیچ نمره ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"244","توپیچ و روپیچ نمره ۶ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"245","توزن یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"246","لاستیکی دسته دار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"247","جا استارتی لیوانی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"248","جا یخی یخچال ( اواپراتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"249","جالباسی تکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"250","جالباسی سبدی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"251","جامایع دستی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"252","جامسواکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"253","جای فیوز شیشه ای ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"254","( جایخی یخچال ( اواپراتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"255","جعبه تقسیم ۲۰ * ۲۰ پلاستیکی توکار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"256","جعبه فلزی ۴۰ * ۴۰ برق روکار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"257","جعبه فیوز ۱۲ تایی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"258","جعبه فیوز ۵ تایی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"259","جعبه فیوز ۸ تایی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"260","جعبه فیوز ۹ تایی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"261","چاه بست ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"262","چپقی ۹۰ درجه نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"263","چپقی ۹۰ درجه نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"264","چپقی ۹۰ درجه نمره ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"265","چراغ بالا آینه ای کم مصرف شمعی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"266","چراغ تونلی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"267","چراغ چشمک زن هوشمند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"268","چراغ دیواری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"269","چراغ سقفی گرد ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"270","چراغ سقفی مربع ( چهار گوش) ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"271","چراغ هالوژن نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"272","چراغ هالوژن نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"273","چراغ والواشر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"274","چرخ دنده کلر زن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"275","چرخ صندلی فلزی بزرگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"276","چسب ۱-۲-۳ بزرگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"277","چسب آکواریم بزرگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"278","چسب بتن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"279","چسب برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"280","چسب چوب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"281","چسب سنگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"282","خازن ۱۵ کیلوبار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"283","خازن ۵ کیلوبار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"284","خازن موتور یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"285","دتکتور دودی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"286","درایر جوشی یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"287","درایر مهره ای یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"288","درب باز کن فنری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"289","درب باز کن میله ای ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"290","درب جایخی یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"291","درب کولر ۵۹۷۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"292","درب کولر ۷۲ * ۸۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"293","درپوش رادیاتور نمره ۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"294","درپوش شیر هواگیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"295","درپوش نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"296","درپوش نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"297","درپوش نمره ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"298","درزگیردرب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"299","دریچه بازدید نمره ۱۵ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"300","دریچه بخاری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"301","دریچه کنتر آب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"302","دریچه ونت پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"303","دستگیره پنجره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"304","دستگیره درب آلمینیوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"305","دستگیره دو جداره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"306","دستگیره دوخم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"307","دستگیره سوئیچی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"308","دستگیره فلزی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"309","دستگیره کمدی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"310","دستگیره یخچال معمولی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311","دسته شیر گازی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"312","دماسنج ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"313","دوبندی مس به آلومینیوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"314","رابط اتصال فلنچی ۱۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"315","رابط توپیچ نمره ۴ / ۳ * ۲۰ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"316","رابط توپیچ نمره ۴ / ۳ * ۲۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"317","رابط درپوش نمره ۴ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"318","رابط در پوش نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"319","رابط درپوش نمره ۸ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"320","رابط شیر رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"321","رابط فلنچی نمره ۹۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"322","رابط ماده نمره ۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"323","رابط ماده نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"324","رابط ماده نمره ۸ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"325","رابط نمره ۳ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"326","رابط نمره ۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"327","رگلاتور گاز ۱۰۰ متری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"328","رگلاتور گاز ۴۰ متری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"329","رله ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"330","رله ۲۲۰ ولت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"331","رله يخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"332","رنگ اسپری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"333","رو پیچ و توپیچ نمره ۲/۵ سوپرپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"334","رول ولت نمره ۱۰ - ۱۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"335","رول ولت نمره ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"336","رولپلاک ۱۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"337","رولپلاک ۶ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"338","رولپلاک ۷ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"339","ریل ترمینالی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"340","ریل مینیاتوری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"341","ریل یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"342","زانو رابط نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"343","زانو نر نمره ۳ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"344","زانو نر نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"345","زانوی ماده نمره ۶ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"346","زانویی ۴۵ درجه نمره ۱۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"347","زانویی ۴۵ درجه نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"348","زانویی ۴۵ درجه نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"349","زانویی ۴۵ درجه نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"350","زانویی ۴۵ درجه نمره ۲۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"351","زانویی ۴۵ درجه نمره ۲۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"352","زانویی ۴۵ درجه نمره ۲۵ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"353","زانویی ۴۵ درجه نمره ۳ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"354","زانویی ۴۵ درجه نمره ۵ ۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"355","زانویی ۴۵ درجه نمره ۴ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"356","زانویی ۴۵ درجه نمره ۶ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"357","زانویی ۴۵ درجه نمره ۶ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"358","زانویی ۴۵ درجه نمره ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"359","زانویی ۴۵ درجه نمره ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"360","زانویی 90 درجه پرسی نمره ۶۳ * ۶۳ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"361","زانویی 90 درجه نمره ۱۰ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"362","زانویی 90 درجه نمره ۱۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"363","زانویی 90 درجه نمره ۱۲ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"364","زانویی 90 درجه نمره ۱۵ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"365","زانویی 90 درجه نمره ۱۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"366","زانویی 90 درجه نمره ۲ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"367","زانویی 90 درجه نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"368","زانویی 90 درجه نمره ۲ * ۲ / ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"369","زانویی 90 درجه نمره ۲ * ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"370","زانویی 90 درجه نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"371","زانویی 90 درجه نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"372","زانویی 90 درجه نمره ۲۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"373","زانویی 90 درجه نمره ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"374","زانویی 90 درجه نمره ۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"375","زانویی 90 درجه نمره ۴ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"376","زانویی 90 درجه نمره ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"377","زانویی 90 درجه نمره ۴ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"378","زانویی 90 درجه نمره ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"379","زانویی 90 درجه نمره ۵ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"380","زانویی 90 درجه نمره ۶ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"381","زانویی 90 درجه نمره ۶ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"382","زانویی 90 درجه نمره ۷ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"383","زانویی 90 درجه نمره ۸ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"384","زانویی 90 درجه نمره ۸ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"385","زانویی 90 درجه نمره ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"386","زانویی پرسی ۹۰ درجه نمره ۱۶ * ۱۶ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"387","زانویی پرسی ۹۰ درجه به نمره ۲۰ * ۲۰ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"388","زانویی چپقی پرسی نمره ۴ / ۳ * ۲۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"389","زانویی دنده ۹۰ درجه نمره ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"390","زانویی دنده ۹۰ درجه نمره ۲ * ۵ / ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"391","زانویی دنده ۹۰ درجه نمره ۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"392","زانویی دوسر مهره رزوه ای ۲۵ * ۲۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"393","زانویی رابط نمره ۲۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"394","زانویی رابط نمره ۵۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"395","زانویی رابط نمره ۹۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"396","زانویی ساده ۹۰ درجه نمره ۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"397","زانویی عصایی نمره ۱۶ برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"398","زانویی مغزی نمره ۲ * ۵ / ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"399","زنگ اخبار ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"400","ساکشن ۱/۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"401","ساکشن ۱/۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"402","سر شیر نمره ۲ آب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"403","سر شیلنگ گازی نمره ۲/۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"404","سر شیلنگی ۳ آب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"405","سرپیچ چینی ۴۰۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"406","سرپیچ حبابی پارکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"407","سرپیچ دوشاخه دار برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"408","سرد ردنده نمره ۲ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"409","سردنده نمره ۲/۵ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"410","سردنده نمره ۳ گازی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"411","سردنده نمره ۷ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"412","سردنده نمره ۸ گازی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"413","سردوش حمام ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"414","سرکابل برق ۵۰ * ۱ هوای ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"415","سنسور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"416","سنگ توالت معمولی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"417","سه راهی ۴۵ درجه نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"418","سه راهی ۴۵ درجه نمره ۱۰ * ۱۶ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"419","سه راهی ۴۵ درجه نمره ۱۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"420","سه راهی ۴۵ درجه نمره ۱۵ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"421","سه راهی ۴۵ درجه نمره ۲۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"422","سه راهی ۴۵ درجه نمره ۶۳ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"423","سه راهی ۴۵ درجه نمره ۸ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"424","سه راهی ۹۰ درجه نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"425","سه راهی ۹۰ درجه نمره ۱۲ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"426","سه راهی ۹۰ درجه نمره ۶ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"427","سه راهی ۹۰ درجه نمره ۶ * ۸ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"428","سه راهی ۹۰ درجه نمره ۸ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"429","سه راهی ۹۰ درجه نمره ۸ * ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"430","سه راهی بازدید نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"431","سه راهی پرسی نمره ۱۶۱۶ * ۱۶ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"432","سه راهی پرسی نمره ۲۰ * ۲۰ * ۲۰ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"433","سه راهی پرسی نمره ۲۵ * ۲۵ * ۲۵ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"434","سه راهی پرسی نمره ۶۳ * ۶۳ * ۶۳ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"435","سه راهی تبدیل پرسی نمره ۲۰ * ۱۶ * ۲۰ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"436","سه راهی تبدیل پرسی نمره ۳۲ : ۱۶ * ۳۲ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"437","سه راهی تبدیل پرسی نمره ۵۰ * ۲۵ * ۵۰ نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"438","سه راهی دیواری پرسی ۲۰ * ۲ / ۱ * ۲۰ نیوپاپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"439","سه راهی دیواری پرسی ۹۰ درجه نمره ۱۶ * ۱ / ۲ * ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"440","نیوپایپ_x000D_
",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"441","سه راهی دیواری پرسی ۹۰ درجه نمره ۲۰ * ۱ / ۲ * ۲۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"442","سه راهی سینی کابل ۱۵ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"443","سه راهی نمره ۱۰ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
